bin.chrom	bin.start	bin.end	window
chr21	0	9849872	9849872
chr21	10462997	10647469	184472
chr21	10903702	11033510	129808
chr21	11130530	14432540	3302010
chr21	14668378	14820139	151761
chr21	15170372	15326036	155664
chr21	29249735	29343995	94260
chr21	44523328	44584466	61138
chr22	0	16669327	16669327
chr22	17024456	17135105	110649
chr22	18635905	18914380	278475
chr22	20214059	20271812	57753
chr22	21454619	21917822	463203
chr22	24276867	24390639	113772
chr22	51079886	51141171	61285
chrX	0	229055	229055
chrX	996723	1229701	232978
chrX	2038281	2151082	112801
chrX	3666969	3728886	61917
chrX	36987078	37061788	74710
chrX	48059253	48141799	82546
chrX	49141783	49399784	258001
chrX	51329312	51397698	68386
chrX	51725712	51832875	107163
chrX	52075855	52598722	522867
chrX	52667415	52868856	201441
chrX	58428306	58489140	60834
chrX	62233509	62294675	61166
chrX	70895219	71087538	192319
chrX	71929006	72228792	299786
chrX	76533552	76601517	67965
chrX	88406163	88461169	55006
chrX	88641957	88827491	185534
chrX	88993992	89169098	175106
chrX	89287745	89342585	54840
chrX	89490705	89658393	167688
chrX	89832365	89985198	152833
chrX	90144282	90299406	155124
chrX	90354681	90439515	84834
chrX	90659091	90711112	52021
chrX	90839832	90987211	147379
chrX	91164513	91351983	187470
chrX	91456734	91517577	60843
chrX	91650759	91838955	188196
chrX	92018781	92182968	164187
chrX	101373993	101428286	54293
chrX	120000975	120168599	167624
chrX	134192102	134247945	55843
chrX	134716999	134782883	65884
chrX	134907212	135023351	116139
chrX	140031765	140210209	178444
chrX	140518650	140699049	180399
chrX	143109938	143191270	81332
chrX	148709863	148789713	79850
chrX	148900000	149009872	109872
chrX	151805427	151908734	103307
chrX	152226735	152469668	242933
chrX	153331885	153390951	59066
chrX	154466507	154520674	54167
chrX	154639929	154758425	118496
chrY	0	2710451	2710451
chrY	2877580	2980724	103144
chrY	3155080	3330293	175213
chrY	3513828	3683731	169903
chrY	3831344	4003607	172263
chrY	4146622	4313532	166910
chrY	4485529	4662900	177371
chrY	4858272	5048131	189859
chrY	5225862	5393772	167910
chrY	5586589	5766903	180314
chrY	5929176	6077472	148296
chrY	6451548	6630050	178502
chrY	7421472	7540600	119128
chrY	8800389	8861930	61541
chrY	9130421	9398326	267905
chrY	9463601	9775600	311999
chrY	9966716	10037437	70721
chrY	13201335	13295213	93878
chrY	13443055	13526657	83602
chrY	13636124	13693627	57503
chrY	16075365	16204551	129186
chrY	18253274	18416878	163604
chrY	19492320	19548048	55728
chrY	20830400	21076575	246175
chrY	22170868	22270290	99422
chrY	23625470	23764104	138634
chrY	23832977	23964363	131386
chrY	24492945	27505938	3012993
chrY	28541925	28626328	84403
chrY	28718777	28797881	79104
